Komentar,comment_clean,comment_preprocessing,comment_DLD,label
just info : buat yang memiliki kesempatan dan beruntung mendiami ikn untuk perbanyak menggunakn transport umum agar ikn bebas polusi .,just info buat yang memiliki kesempatan dan beruntung mendiami ikn untuk perbanyak menggunakn transport umum agar ikn bebas polusi,"['hanya', 'info', 'milik', 'sempat', 'untung', 'ami', 'ikn', 'banyak', 'menggunakn', 'transportasi', 'ikn', 'bebas', 'polusi']","['hanya', 'info', 'milik', 'sempat', 'untung', 'amil', 'ikn', 'banyak', 'menggunakan', 'transportasi', 'ikn', 'bebas', 'polusi']",Positif
suatu saat akan kesanaa,suatu saat akan kesanaa,['kesanaa'],['kesamaan'],Positif
impiannya gak perlu jalan jalan luar negri lagi 😌,impiannya gak perlu jalan jalan luar negri lagi,"['impi', 'jalan', 'jalan', 'negri']","['imf', 'jalan', 'jalan', 'negeri']",Positif
goodluck prioritas apbn🗿,goodluck prioritas apbn,"['prioritas', 'apbn']","['prioritas', 'apbn']",Positif
akhirnya kalimantan yang dlunya hutan skrg di hiasin dengan city light😌 ga jauh kalah dari jakarta tapi kita mulai dri 0 🙃percaya pda proses dn gk ada yg instan dn anak abah pasti kaget ngeliat ikn,akhirnya kalimantan yang dlunya hutan skrg di hiasin dengan city light ga jauh kalah dari jakarta tapi kita mulai dri percaya pda proses dn gk ada yg instan dn anak abah pasti kaget ngeliat ikn,"['kalimantan', 'hutan', 'hias', 'kota', 'cahaya', 'kalah', 'jakarta', 'percaya', 'proses', 'instan', 'anak', 'kaget', 'ngeliat', 'ikn']","['kalimantan', 'hutang', 'hias', 'kota', 'cahaya', 'kalah', 'jakarta', 'percaya', 'proses', 'insan', 'anak', 'kaget', 'ngemis', 'ikn']",Positif
stengah kota udah 80 % siap🔥,stengah kota udah siap,"['tengah', 'kota']","['tengah', 'kota']",Positif
subhanallah 🤩 keren,subhanallah keren,"['subhanallah', 'keren']","['sunatullah', 'keren']",Positif
Makin menyala makin cakep ini IKN 😁👍👍,makin menyala makin cakep ini ikn,"['nyala', 'bagus', 'ikn']","['nyala', 'bagus', 'ikn']",Positif
benar benar futuristik,benar benar futuristik,['futuristik'],['futuristik'],Positif
"Di balik isu2 negatif ttntg ikn,ada kata “mashaallah” di balik nya😍",di balik isu negatif ttntg ikn ada kata mashaallah di balik nya,"['isu', 'negatif', 'ikn', 'mashaallah']","['isu', 'negatif', 'ikn', 'masyaallah']",Positif
saya disitu blm seprti apa2 smpek jadi sperti itu,saya disitu blm seprti apa smpek jadi sperti itu,['situ'],['situ'],Positif
Bagus bgt anjir,bagus bgt anjir,"['bagus', 'anjing']","['bagus', 'anjing']",Positif
saya pernah kerja di ruangan pusaka istana presiden😂,saya pernah kerja di ruangan pusaka istana presiden,"['kerja', 'ruang', 'pusaka', 'istana', 'presiden']","['kerja', 'ruang', 'pusaka', 'istana', 'presiden']",Positif
Wow aku ga punya ekspektasi IKN jadi segemerlap ini,wow aku ga punya ekspektasi ikn jadi segemerlap ini,"['keren', 'ekspektasi', 'ikn', 'gemerlap']","['keren', 'ekspektasi', 'ikn', 'gemerlap']",Positif
"kerja nyata pak molyono alias pak jokowi presiden terbaik ..👍👍.
pak jokowi presidenku.. 🥰🥰",kerja nyata pak molyono alias pak jokowi presiden terbaik pak jokowi presidenku,"['kerja', 'nyata', 'molyono', 'jokowi', 'presiden', 'baik', 'jokowi', 'presiden']","['kerja', 'nyata', 'molina', 'jokowi', 'presiden', 'baik', 'jokowi', 'presiden']",Positif
"blom jadi 100% aja udah bagus banget, masyaallah cantiknya🥰",blom jadi aja udah bagus banget masyaallah cantiknya,"['bagus', 'masyaallah', 'cantik']","['bagus', 'masyaallah', 'cantik']",Positif
barakallah terima kasih pak jokowi,barakallah terima kasih pak jokowi,"['terima', 'kasih', 'jokowi']","['terima', 'kasih', 'jokowi']",Positif
Jujurly cantik bgtt😢,jujurly cantik bgtt,"['jujur', 'cantik']","['jujur', 'cantik']",Positif
MENYALA BOSSS Q....,menyala bosss q,"['nyala', 'bosss', 'q']","['nyala', 'boots', 'q']",Positif
temen ku yg kerja di sana enak liat ikn tiap hari🗿,temen ku yg kerja di sana enak liat ikn tiap hari,"['teman', 'kerja', 'enak', 'lihat', 'ikn']","['teman', 'kerja', 'enak', 'lihat', 'ikn']",Positif
masyallah SEPAKU!!!! akhirnya punya city light karya anak2 bangsa,masyallah sepaku akhirnya punya city light karya anak bangsa,"['masyallah', 'paku', 'kota', 'cahaya', 'karya', 'anak', 'bangsa']","['masyaallah', 'paku', 'kota', 'cahaya', 'karya', 'anak', 'bangsa']",Positif
bakal jadi Ibu kota luarr biasaaa🥰,bakal jadi ibu kota luarr biasaaa,"['kota', 'luar', 'biasa']","['kota', 'luar', 'biasa']",Positif
Indah tapi buat anak abah marah,indah tapi buat anak abah marah,"['indah', 'anak', 'marah']","['indah', 'anak', 'marwah']",Positif
Masya Allah bangunannya nggda yg mlangkrak era pak Jokowi 🥰,masya allah bangunannya nggda yg mlangkrak era pak jokowi,"['masya', 'bangun', 'nggda', 'mlangkrak', 'era', 'jokowi']","['maya', 'bangun', 'ngga', 'mlangkrak', 'era', 'jokowi']",Positif
Perasaan seneng campur aduk tapi ada sedih nya kalo inget bapak jokowi 😭,perasaan seneng campur aduk tapi ada sedih nya kalo inget bapak jokowi,"['asa', 'senang', 'campur', 'sedih', 'jokowi']","['asa', 'senang', 'campur', 'sedia', 'jokowi']",Positif
"Masya Allah , terimakasih pak jokowi",masya allah terimakasih pak jokowi,"['masya', 'terimakasih', 'jokowi']","['maya', 'terindikasi', 'jokowi']",Positif
alhamdulillah ya alloh 🥰🥰🥰,alhamdulillah ya alloh,['alhamdulilah'],['alhamdulillah'],Positif
"ini kalo diliat dari langit yang biasa NASA tunjukin gitu, kalimantan jadi bercahaya🥺♥️kita yg dari luar kalimantan seneng banget kalian punya tempat seindah ini ♥️",ini kalo diliat dari langit yang biasa nasa tunjukin gitu kalimantan jadi bercahaya kita yg dari luar kalimantan seneng banget kalian punya tempat seindah ini,"['liat', 'langit', 'nasa', 'tunjuk', 'kalimantan', 'cahaya', 'kalimantan', 'senang', 'indah']","['liat', 'langit', 'nasi', 'tunjuk', 'kalimantan', 'cahaya', 'kalimantan', 'senang', 'indah']",Positif
njirr.. bercahaya😳😳,njirr bercahaya,"['anjing', 'cahaya']","['anjing', 'cahaya']",Positif
harusnya kalo misalnya ada gedung tinggi jgn ada yg boleh tinggi dari istana garuda biar tetep keliatan megahnya istana 🥰,harusnya kalo misalnya ada gedung tinggi jgn ada yg boleh tinggi dari istana garuda biar tetep keliatan megahnya istana,"['gedung', 'istana', 'garuda', 'liat', 'megah', 'istana']","['gedung', 'istana', 'garuda', 'liat', 'megah', 'istana']",Positif
Meleleh hati lihatnya.. 🥰🥰,meleleh hati lihatnya,"['leleh', 'hati', 'lihat']","['lele', 'hati', 'lihat']",Positif
harus tanam sistem pertahanan udara yg canggih sih di ikn.,harus tanam sistem pertahanan udara yg canggih sih di ikn,"['tanam', 'sistem', 'tahan', 'udara', 'canggih', 'ikn']","['tanam', 'sistem', 'tahan', 'udara', 'canggih', 'ikn']",Positif
itu tuh klo yg tengah lampu nya di buat kaya peta Indonesia keren ya😁,itu tuh klo yg tengah lampu nya di buat kaya peta indonesia keren ya,"['lampu', 'peta', 'indonesia', 'keren']","['lampu', 'peta', 'indonesia', 'keren']",Positif
disuatu hutan terdapat sebuah kota yang sangat megah🔥🔥🔥,disuatu hutan terdapat sebuah kota yang sangat megah,"['suatu', 'hutan', 'kota', 'megah']","['suatu', 'hutang', 'kota', 'megah']",Positif
"wawww ikn ku. keren..
menyala IKN ku",wawww ikn ku keren menyala ikn ku,"['keren', 'ikn', 'keren', 'nyala', 'ikn']","['keren', 'ikn', 'keren', 'nyala', 'ikn']",Positif
ketika Malam terlihat lebih Indah dengan lampu2 nya.🤩😍,ketika malam terlihat lebih indah dengan lampu nya,"['malam', 'indah', 'lampu']","['malam', 'indah', 'lampu']",Positif
Indahnya pasar malam,indahnya pasar malam,"['indah', 'pasar', 'malam']","['indah', 'pasar', 'malam']",Positif
masya allah dah sebagus ini❤️❤️❤️,masya allah dah sebagus ini,"['masya', 'bagus']","['maya', 'bagus']",Positif
wooooow...indahnya ibukota Nusantara.........😍😍😍😍😍🥰🥰🥰🥰,wooooow indahnya ibukota nusantara,"['keren', 'indah', 'ibukota', 'nusantara']","['keren', 'indah', 'ibukota', 'nusantara']",Positif
"kota dengan vibes sebagus ini kok masih ada yg ga suka ya, heran",kota dengan vibes sebagus ini kok masih ada yg ga suka ya heran,"['kota', 'rasa', 'bagus', 'suka', 'heran']","['kota', 'rasa', 'bagus', 'suka', 'heran']",Positif
OTW pindah rumah,otw pindah rumah,"['otw', 'pindah', 'rumah']","['oto', 'pindah', 'rumah']",Positif
suatu saat akan jadi kota idaman,suatu saat akan jadi kota idaman,"['kota', 'idam']","['kota', 'ida']",Positif
"masyaallah tabarakallah cantik sekaliiii jiwa foto"" random gue meronta-ronta 😭😭",masyaallah tabarakallah cantik sekaliiii jiwa foto random gue meronta ronta,"['masyaallah', 'berkah', 'cantik', 'jiwa', 'foto', 'ronta', 'ronta']","['masyaallah', 'berkah', 'cantik', 'jiwa', 'foto', 'roots', 'roots']",Positif
"Yaa Allah bagusnya, semoga yg mendoakan negara dan mendukung pemerintahan indonesia maju dijauhkan dari orang zalim Allahumma Aamiin 🥰🇮🇩🤍❤️",yaa allah bagusnya semoga yg mendoakan negara dan mendukung pemerintahan indonesia maju dijauhkan dari orang zalim allahumma aamiin,"['bagus', 'moga', 'doa', 'negara', 'dukung', 'perintah', 'indonesia', 'maju', 'jauh', 'orang']","['bagus', 'moga', 'doa', 'negara', 'dukung', 'perintah', 'indonesia', 'maju', 'jauh', 'orang']",Positif
❤️❤️❤️❤️❤️❤️👍👍👍👍👍❤️❤️Presiden jokowi memang yg terbaik,presiden jokowi memang yg terbaik,"['presiden', 'jokowi', 'baik']","['presiden', 'jokowi', 'baik']",Positif
serram,serram,['seram'],['serah'],Negatif
Jokowi mantap is the best pokoknya... president terbaik dunia🤗,jokowi mantap is the best pokoknya president terbaik dunia,"['jokowi', 'mantap', 'baik', 'pokok', 'president', 'baik', 'dunia']","['jokowi', 'mantap', 'baik', 'pokok', 'president', 'baik', 'dunia']",Positif
semoga aja Hadir nya Ikn Biar Membuat Rakyat Indonesia berubah,semoga aja hadir nya ikn biar membuat rakyat indonesia berubah,"['moga', 'hadir', 'ikn', 'rakyat', 'indonesia', 'ubah']","['moga', 'hadir', 'ikn', 'rakyat', 'indonesia', 'ubah']",Positif
"inilah ibukota serta kota masa depan Indonesia sudah terlihat secangih apa teknologi di masa depan nanti, yang pasti lebih cangih dri zaman sekarang",inilah ibukota serta kota masa depan indonesia sudah terlihat secangih apa teknologi di masa depan nanti yang pasti lebih cangih dri zaman sekarang,"['ibukota', 'kota', 'indonesia', 'canggih', 'teknologi', 'canggih']","['ibukota', 'kota', 'indonesia', 'canggih', 'teknologi', 'canggih']",Positif
ikn city light 🤩🤙,ikn city light,"['ikn', 'kota', 'cahaya']","['ikn', 'kota', 'cahaya']",Positif
"pasti nanti pas udah jadi, pasti bagus banget apalagi kalo banyak lampu tapi jangan putih semua kurang menarik kalo putih semua",pasti nanti pas udah jadi pasti bagus banget apalagi kalo banyak lampu tapi jangan putih semua kurang menarik kalo putih semua,"['bagus', 'lampu', 'putih', 'tarik', 'putih']","['bagus', 'lampu', 'putih', 'tarik', 'putih']",Positif
jalan utama di perbanyak kalau nggak nanti kek jakarta mobil numpuk di jalan utama 😒,jalan utama di perbanyak kalau nggak nanti kek jakarta mobil numpuk di jalan utama,"['jalan', 'utama', 'banyak', 'jakarta', 'mobil', 'numpuk', 'jalan', 'utama']","['jalan', 'utama', 'banyak', 'jakarta', 'mobil', 'numero', 'jalan', 'utama']",Positif
karya anak bangsa emang luar biasa.. terimakasih pak Jokowi berkat keberanian bapak kini terwujud sudah ibu kota Nusantara,karya anak bangsa emang luar biasa terimakasih pak jokowi berkat keberanian bapak kini terwujud sudah ibu kota nusantara,"['karya', 'anak', 'bangsa', 'terimakasih', 'jokowi', 'berkat', 'berani', 'wujud', 'kota', 'nusantara']","['karya', 'anak', 'bangsa', 'terindikasi', 'jokowi', 'berkat', 'berani', 'wujud', 'kota', 'nusantara']",Positif
gila mantappp,gila mantappp,"['gila', 'mantap']","['gila', 'mantap']",Positif
betapa beruntungnya warga Kalimantan 😊👍👍👍,betapa beruntungnya warga kalimantan,"['betapa', 'untung', 'warga', 'kalimantan']","['betapa', 'untung', 'warga', 'kalimantan']",Positif
calon mega metropolitan 🥶,calon mega metropolitan,"['calon', 'mega', 'metropolitan']","['calon', 'mega', 'megalopolitan']",Positif
IKN kbnggaan bangsa Indonesia...🔥🔥🔥,ikn kbnggaan bangsa indonesia,"['ikn', 'bangga', 'bangsa', 'indonesia']","['ikn', 'bangga', 'bangsa', 'indonesia']",Positif
pak JOKOWI adalah titipan dari Tuhan.... sehat² sllu pakde...🥰🥰🥰🥰,pak jokowi adalah titipan dari tuhan sehat sllu pakde,"['jokowi', 'titip', 'tuhan', 'sehat', 'pakde']","['jokowi', 'titip', 'tuhan', 'sehat', 'pake']",Positif
Gilak sebagus iniii😭,gilak sebagus iniii,"['gila', 'bagus']","['gila', 'bagus']",Positif
coba aja aku nggak pindah dari balikpapan pasti bisa liat IKN😞😞,coba aja aku nggak pindah dari balikpapan pasti bisa liat ikn,"['coba', 'pindah', 'balikpapan', 'lihat', 'ikn']","['coba', 'pindah', 'balikpapan', 'lihat', 'ikn']",Positif
@zyna4ksnwn ekonomi ini bisa bangun ikn 😭,ekonomi ini bisa bangun ikn,"['ekonomi', 'bangun', 'ikn']","['ekonomi', 'bangun', 'ikn']",Positif
COCOK TEMPAT JADI TEMPAT WISATA,cocok tempat jadi tempat wisata,"['cocok', 'wisata']","['cocok', 'wisata']",Positif
perjuangan para pekerja kontruksi. yg setiap hari bingung mau mandi . karena di hpk sulit air,perjuangan para pekerja kontruksi yg setiap hari bingung mau mandi karena di hpk sulit air,"['juang', 'kerja', 'kontruksi', 'bingung', 'mandi', 'sulit', 'air']","['jung', 'kerja', 'kontraksi', 'bingung', 'mandi', 'sulit', 'air']",Negatif
"MENYALA Kalimantan 🔥🔥🔥
papay pulau dataran rendah dan rawan gempa, upsss 🫣",menyala kalimantan papay pulau dataran rendah dan rawan gempa upsss,"['nyala', 'kalimantan', 'papay', 'pulau', 'datar', 'rendah', 'rawan', 'gempa']","['nyala', 'kalimantan', 'papan', 'pulau', 'datar', 'rendah', 'rawan', 'gempa']",Positif
"ini IKN apa hambalang😂😂😂😂
yang nuduh mangkrak mana😂😂😂😂😂",ini ikn apa hambalang yang nuduh mangkrak mana,"['ikn', 'hambalang', 'nuduh', 'mangkrak']","['ikn', 'hambatan', 'nujum', 'mangkuk']",Positif
yg gk suka pak jokowi itu mikir nya gmn sih?😳,yg gk suka pak jokowi itu mikir nya gmn sih,"['suka', 'jokowi', 'mikir']","['suka', 'jokowi', 'mikir']",Positif
setidaknya lunasi dlu lahan orng d sna yg d babat habis n jngn lht aslix aja n lht efeknya jg untk orng yg rela tanah d ambl tp blm d banyar🤪🤣,setidaknya lunasi dlu lahan orng d sna yg d babat habis n jngn lht aslix aja n lht efeknya jg untk orng yg rela tanah d ambl tp blm d banyar,"['lunas', 'lahan', 'orang', 'babat', 'habis', 'n', 'asli', 'n', 'efek', 'untuk', 'orang', 'rela', 'tanah', 'ambil', 'banyar']","['lunas', 'lahan', 'orang', 'babat', 'habis', 'n', 'asli', 'n', 'efek', 'untuk', 'orang', 'rela', 'tanah', 'ambil', 'banya']",Negatif
IKN sebagus ini banyak banget yg benci heran deh😔,ikn sebagus ini banyak banget yg benci heran deh,"['ikn', 'bagus', 'benci', 'heran']","['ikn', 'bagus', 'benua', 'heran']",Positif
Belum 100 persen aja bagus,belum persen aja bagus,"['persen', 'bagus']","['persen', 'bagus']",Positif
"Masa kota hantu indah seperti ini.
Hantu mana Mana betah
😁😂😅",masa kota hantu indah seperti ini hantu mana mana betah,"['kota', 'hantu', 'indah', 'hantu', 'betah']","['kota', 'hantu', 'indah', 'hantu', 'bedah']",Positif
Jakarta bakal menyala pusat ekonomi ikn bakal lebih menyala jadi pusat pemerintahan🤩🔥 this is indonesia,jakarta bakal menyala pusat ekonomi ikn bakal lebih menyala jadi pusat pemerintahan this is indonesia,"['jakarta', 'nyala', 'pusat', 'ekonomi', 'ikn', 'nyala', 'pusat', 'perintah', 'indonesia']","['jakarta', 'nyala', 'pusat', 'ekonomi', 'ikn', 'nyala', 'pusat', 'perintah', 'indonesia']",Positif
"jawa be like : bukti klo raja jawa majapahit menginvansi kalimantan tuk ke 2 kali, ayo anak² jawa keruk semua SDA kalimantan, hidup jokowi! hidup raja jawa!!",jawa be like bukti klo raja jawa majapahit menginvansi kalimantan tuk ke kali ayo anak jawa keruk semua sda kalimantan hidup jokowi hidup raja jawa,"['jawa', 'bukti', 'raja', 'jawa', 'majapahit', 'menginvansi', 'kalimantan', 'untuk', 'kali', 'anak', 'jawa', 'keruk', 'kalimantan', 'hidup', 'jokowi', 'hidup', 'raja', 'jawa']","['jawa', 'bukti', 'raja', 'jawa', 'majapahit', 'menginvasi', 'kalimantan', 'untuk', 'kali', 'anak', 'jawa', 'keruk', 'kalimantan', 'hidup', 'jokowi', 'hidup', 'raja', 'jawa']",Positif
proyekkk sekeren inii dikatain meikarta part 2😭😭,proyekkk sekeren inii dikatain meikarta part,"['proyek', 'keren', 'meikarta', 'part']","['proyek', 'keren', 'memikat', 'paru']",Positif
Mana nih yang bilang ikn nangkrak😂😂 lawak gara” sakit hati sampai ga ngedukung ibu kota maju,mana nih yang bilang ikn nangkrak lawak gara sakit hati sampai ga ngedukung ibu kota maju,"['ikn', 'nangkrak', 'lawak', 'gara', 'sakit', 'hati', 'ngedukung', 'kota', 'maju']","['ikn', 'nangka', 'lawak', 'gara', 'sakit', 'hati', 'ngepung', 'kota', 'maju']",Positif
ya itulah kita sesuatu itu dari keindahan dan kemegahanya saja..!tapi kita lupa kalau cuma kemegahanya saja kita lupa apa yg di pertaruhkan untuk itu!,ya itulah kita sesuatu itu dari keindahan dan kemegahanya saja tapi kita lupa kalau cuma kemegahanya saja kita lupa apa yg di pertaruhkan untuk itu,"['indah', 'megah', 'lupa', 'megah', 'lupa', 'taruh']","['indah', 'megah', 'lupa', 'megah', 'lupa', 'taruh']",Positif
"betapa megahnya bangunan di IKN ini, tentunya rakyat bisa menikmati nya, karna dibangun dengan uang rakyat dan bantuan investor juga",betapa megahnya bangunan di ikn ini tentunya rakyat bisa menikmati nya karna dibangun dengan uang rakyat dan bantuan investor juga,"['betapa', 'megah', 'bangun', 'ikn', 'rakyat', 'nikmat', 'bangun', 'uang', 'rakyat', 'bantu', 'invest']","['betapa', 'megah', 'bangun', 'ikn', 'rakyat', 'nikmat', 'bangun', 'uang', 'rakyat', 'bantu', 'insect']",Positif
"ternyata warna Garudanya,warna kesukaan nabi MUHAMMAD SAW 😭😭😭😭😭😭😭😭",ternyata warna garudanya warna kesukaan nabi muhammad saw,"['nyata', 'warna', 'garuda', 'warna', 'suka', 'nabi', 'muhammad']","['nyata', 'warna', 'garuda', 'warna', 'suka', 'nabi', 'muhammad']",Positif
"dana segitu banyaknya bisa buat pendidikan, sampe skg masih blm bisa jadi ibu kota, prospek ga jelas, pengolahan air masih sulit, rakyat kecil disana ga dapet apa2",dana segitu banyaknya bisa buat pendidikan sampe skg masih blm bisa jadi ibu kota prospek ga jelas pengolahan air masih sulit rakyat kecil disana ga dapet apa,"['dana', 'segitu', 'banyak', 'didik', 'sekarang', 'kota', 'prospek', 'olah', 'air', 'sulit', 'rakyat', 'sana']","['dana', 'segitu', 'banyak', 'didik', 'sekarang', 'kota', 'proses', 'olah', 'air', 'sulit', 'rakyat', 'sana']",Negatif
"IKN Proyek ambisius untuk pejabat, sumber daya alam dikeruk, memanfaatkan SDM nya dengan BLT bansos tp peras pajak dr rakyat...🙃",ikn proyek ambisius untuk pejabat sumber daya alam dikeruk memanfaatkan sdm nya dengan blt bansos tp peras pajak dr rakyat,"['ikn', 'proyek', 'ambisi', 'jabat', 'sumber', 'daya', 'alam', 'keruk', 'manfaat', 'bansos', 'peras', 'pajak', 'rakyat']","['ikn', 'proyek', 'ambisi', 'jagat', 'sumber', 'daya', 'alam', 'keruk', 'manfaat', 'bando', 'pegas', 'pajak', 'rakyat']",Negatif
"mau milih yang ""pemerataan pembangunan kota setara jakarta""👀 ga dulu deh Kalimantan masih luas sayang kalo pohon dijadiin kabel kan ga lucu",mau milih yang pemerataan pembangunan kota setara jakarta ga dulu deh kalimantan masih luas sayang kalo pohon dijadiin kabel kan ga lucu,"['milih', 'perata', 'bangun', 'kota', 'tara', 'jakarta', 'kalimantan', 'luas', 'sayang', 'pohon', 'kabel', 'lucu']","['milik', 'peraga', 'bangun', 'kota', 'tara', 'jakarta', 'kalimantan', 'luas', 'sayang', 'pohon', 'kabel', 'lucu']",Negatif
